Country Name,Series Name,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Equatorial Guinea,Imports of goods and services (current US$),7193785588.44253,9610804662.07993,8389598996.94222,10023358088.2508,8612715607.16961,8361396882.95868,5566862109.01057,4629853195.02921,5315346803.4256,5766764651.86857,4971586017.96072,3668867869.71132,3889425323.4954,4660860577.14075,4764454541.29554
Equatorial Guinea,Exports of goods and services (current US$),11171995036.7048,13991011076.0339,16038364003.6332,16098337026.2265,14849114361.7473,14357208631.2116,7470701298.60658,5779217937.37982,7181836773.61884,7807722846.25857,5810566663.64454,4041173655.70763,5512726595.33217,7719516874.01492,5792863805.68764
Equatorial Guinea,"Inflation, consumer prices (annual %)",4.69106567747375,7.78916547991184,4.805389221557,3.65662048278806,2.94887694639662,4.30999866149107,1.67663085315988,1.41193915479015,0.74435474661241,1.06007410662171,1.53027528964189,4.76669523944228,-0.0971007664640198,4.78671704710803,..
Equatorial Guinea,"Labor force, total",358332,375633,392909,409858,426879,443914,460736,477565,493923,510441,527542,516539,535701,571718,592618
Equatorial Guinea,"Population, total",1043686,1094524,1144588,1193636,1243941,1295183,1346973,1398927,1450694,1502091,1553031,1596049,1634466,1674908,1714671
Equatorial Guinea,"Industry (including construction), value added (annual % growth)",0.775734990342229,-14.2393206877253,6.51969735207811,7.80411617304242,-9.22476331869902,0.116608325176216,-12.2501838885566,-11.0336793500251,-6.59633358019197,-11.7178567170294,-8.70982281303532,-3.5111949275865,-2.94099759404905,2.0146945262268,-11.8718325422505
Eritrea,GDP (current US$),1856695551.21951,1589515447.15447,2065001626.01626,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,GNI (current US$),1840533600,1569887473.17073,2041455160.97561,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Imports of goods and services (current US$),435274751.219512,494229450.406504,603784852.03252,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,Exports of goods and services (current US$),84082757.7235772,101385281.300813,374897684.552846,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,"Inflation, consumer prices (annual %)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,"Labor force, total",1367558,1401601,1438963,1467999,1496111,1508859,1517960,1526925,1544776,1575236,1610509,1633675,1684158,1749410,1800336
Eritrea,"Population, total",3083888,3147727,3207570,3252596,3296367,3323425,3340006,3365287,3396933,3445374,3498818,3555868,3620312,3684032,3748901
Eritrea,"Industry (including construction), value added (annual % growth)",-0.242262380154116,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,GDP (current US$),19633031397.6104,19523477325.6235,23213994093.4631,23019150071.1867,25115753366.1114,26634083965.0987,22890762090.1508,24072829276.7744,26924385103.0659,30624720196.229,31290453293.545,31330419851.1487,36864792511.6351,37921480881.5429,40744848827.9537
Estonia,GNI (current US$),19034731869.9639,18473734528.309,22028387855.0584,22063932819.8438,24507230930.4314,25876006876.5489,22387751107.0312,23537298481.751,26262150181.8824,29976050226.9019,30681549837.647,30896975845.1363,36275709776.356,36987912194.9418,39377296254.0337
Estonia,Imports of goods and services (current US$),10974937482.6341,13398749270.939,18754165287.2471,19463182648.548,20565950337.0322,20874740794.9262,16825097278.5937,17669735695.151,19319287826.6589,21926196630.0925,21683068196.1568,21857504486.358,29960816799.0887,32730560810.7122,31690235059.2182
Estonia,Exports of goods and services (current US$),11949522089.4693,14652236228.9086,20104199023.8133,19844301075.3844,21239933054.6291,21804108132.1015,17725575721.5992,18537893089.3891,20411337063.7789,22761485754.8768,22954537118.5804,21684106552.8623,29591035406.6236,32529707578.718,31935540310.1908
Estonia,"Inflation, consumer prices (annual %)",-0.0784083112809768,2.97204512015694,4.9819013145361,3.93339987296985,2.78056658954988,-0.10617514652171,-0.49232600654737,0.148684907627373,3.41723549488054,3.43632688420446,2.27725931243522,-0.44453109767983,4.65316673847473,19.3982634080616,9.15922507983982
Estonia,"Labor force, total",687516,681606,687098,683224,679674,674311,684580,691052,700098,703757,703307,703979,702984,734484,752419
Estonia,"Population, total",1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1366188
Estonia,"Industry (including construction), value added (annual % growth)",-23.6253476449904,10.972037104767,15.2433561316193,2.73636712342076,1.8435837598502,2.70745329703711,0.24623174616039,6.17382173005208,6.3289356963482,4.85699450244579,2.78461204533581,-0.923735058061681,6.7898687434699,-5.09594589711989,-9.69784296572345
Eswatini,GDP (current US$),3580428052.81393,4438765085.93784,4820478680.18375,4886551483.93374,4597552981.56738,4422986271.74767,4063245671.29285,3816019193.16561,4402969225.92165,4666598024.18411,4495267265.76464,3982236693.8316,4850842540.99267,4790922788.70864,4597855845.04276
Eswatini,GNI (current US$),3504876408.98151,4212614314.93267,4528146052.15826,4571223253.09633,4400179046.08736,4235855029.40478,3903725441.89294,3610865372.30658,4107866513.12137,4346320987.00161,4013374461.80539,3595523943.28297,4488321922.47607,5167691727.37081,4289384743.68077
Eswatini,Imports of goods and services (current US$),2068288666.75777,2671892151.33758,2214217232.24423,2099939171.5121,2127119003.76342,1967636318.70392,1665233707.03655,1625341859.82213,1949866370.57932,2068033383.43366,1931360283.49155,1671264271.78788,2177890794.66308,2280087057.53347,..
Eswatini,Exports of goods and services (current US$),1775453056.13598,2062825085.75754,1678863998.06532,1793023335.41089,1863616565.2483,1939674951.45889,1751537858.04508,1681301232.23517,1915868748.78089,1886791240.24743,2051994946.78479,1788682373.85017,2137033463.46773,2099916839.23325,..
Eswatini,"Inflation, consumer prices (annual %)",7.44823423445754,4.50923691774369,6.10742714590251,8.93964682788212,5.62130623468948,5.68134885776447,4.95124493704919,7.8472745908568,6.22137528933118,4.81506167461513,2.59801620311077,..,..,..,..
Eswatini,"Labor force, total",344805,348073,350879,353558,356398,359803,363885,367503,371733,376388,381189,383785,391180,399122,405086
Eswatini,"Population, total",1094886,1099920,1105371,1111444,1118319,1125865,1133936,1142524,1151390,1160428,1169613,1180655,1192271,1201670,1210822
Eswatini,"Industry (including construction), value added (annual % growth)",-3.19414537453075,9.19287602644991,1.41510855751508,5.45179847254826,4.32744448276981,1.22104437116035,-1.22572167960747,2.45535373616434,1.84106494703298,-0.327363850796473,5.72011484402661,-9.68373297820318,17.8850745403525,-0.325787804129575,1.5339452439314
Ethiopia,GDP (current US$),32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,64589328550.5953,74296745207.8721,81770886825.6048,84269196625.8784,95912607722.3032,107657734392.446,111261882958.426,126772703047.701,163697927593.982
Ethiopia,GNI (current US$),32395738209.0412,29825574928.2445,31883271774.1935,43214529006.0852,47541495176.3408,55459432981.0435,64326828327.9098,74054063837.4245,81285285937.504,83891882898.1509,95323016753.8224,107045139885.794,110688250515.368,126199025534.765,163284493254.474
Ethiopia,Imports of goods and services (current US$),..,..,10079844913.1514,13699443639.5248,13812145920.3289,16182860468.0423,19565922931.7937,20124738792.9724,19195112769.1069,19235875928.3992,20022068000.8819,18171455003.6686,18595574210.7915,23264741856.6496,22905283373.3089
Ethiopia,Exports of goods and services (current US$),..,..,5331910669.97519,5962716169.22631,5948445900.95456,6474164234.1889,6047701382.62093,5804121546.5048,6238602381.7425,7055586688.75777,7615438618.00348,7672983060.57996,8491174951.53881,10451093940.5472,10792608749.6624
Ethiopia,"Inflation, consumer prices (annual %)",8.48364404530282,8.14926402965082,33.2499598823344,23.600417677317,7.46402192944517,6.89001951597192,9.56889955968623,6.62813337230924,10.6871150284238,13.8330356586661,15.8096321719344,20.3563468559061,26.8395221557722,33.8898797100898,30.2188278135278
Ethiopia,"Labor force, total",38592273,39960419,41421329,42951638,44510242,46082642,47688580,49358568,51076894,52785396,54494384,55776848,57984973,59751802,61664369
Ethiopia,"Population, total",86755585,89237791,91817929,94451280,97084366,99746766,102471895,105293228,108197950,111129438,114120594,117190911,120283026,123379924,126527060
Ethiopia,"Industry (including construction), value added (annual % growth)",9.67330814329088,10.8171558199689,15.0108643376322,19.6378248704362,24.1027158884595,17.0423338419605,19.8461930613355,23.9440502993324,20.5721407986645,12.7399495368512,12.5557168744479,9.63511489884483,7.2660689234,4.914844191746,6.93131497912421
Faroe Islands,GDP (current US$),2296065170.05552,2331796784.36009,2505740669.27039,2427200388.91831,2690110520.92548,2914012679.27277,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3262045883.37293,3655063937.93145,3555929833.05051,..
Faroe Islands,GNI (current US$),2244189232.82372,2362041757.97798,2640968634.56263,2553433108.74313,2836986264.29586,3018921982.08025,2643571024.39139,2915942111.65708,3080225592.02459,3279611960.75329,3360023702.11503,3355654225.09291,3746775348.24012,3656817999.38724,..
Faroe Islands,Imports of goods and services (current US$),1221556140.07958,1176620155.31443,1338365701.12161,1567947799.87004,1576924501.34537,1536507920.67018,1348576905.12072,1407099940.90662,1516062731.89646,1723651102.3072,1726424994.45606,1596508304.91251,1905548699.37919,2222973729.22458,..
Faroe Islands,Exports of goods and services (current US$),1002431136.60533,1089476936.20729,1313871930.54871,1275706623.55787,1491476969.22821,1556499129.52718,1369742477.11807,1534259159.40032,1679718268.94666,1684155449.442,1821680268.24413,1551767675.22369,1923044806.09781,2218833060.68044,..
Faroe Islands,"Inflation, consumer prices (annual %)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,"Labor force, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,"Population, total",48429,48410,48386,48392,48418,48465,48816,49500,50230,50955,51681,52415,52889,53090,53270
Faroe Islands,"Industry (including construction), value added (annual % growth)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,GDP (current US$),2870624635.68032,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104768.86844,4682479893.97558,4930213644.36653,5353469174.47838,5581425327.44397,5444407198.13478,4432466219.87685,4305031649.74189,4979979531.2725,5494797540.73365
Fiji,GNI (current US$),2859170936.23766,3042538815.29876,3663305384.38,3825371293.14434,4108022907.69855,4631708776.08492,4398111344.70808,4658241004.89999,4930366664.65074,5221596259.42569,4993717624.5248,4151389774.55327,4054721720.36281,4715148902.49736,5113251324.19701
Fiji,Imports of goods and services (current US$),1706089891.08759,2003222293.97934,2464007719.09292,2549035054.05072,2910978524.30413,2840339206.66333,2451385611.38046,2491101334.03606,2730595706.07802,3096944495.01289,3209508640.32609,1973068118.15723,2345031688.37742,3445478278.21025,3614071310.02507
Fiji,Exports of goods and services (current US$),1419133813.97965,1803535975.07231,2240457785.09384,2427351802.59379,2382978446.10603,2541930595.62507,2286771260.89921,2299808659.58593,2463429089.80949,2665063380.88896,2638408845.05736,1233536440.57442,1173264407.55073,2394014373.53474,3031004412.70467
Fiji,"Inflation, consumer prices (annual %)",3.13103559015965,3.68901229670766,7.27811782708494,3.4233752340198,2.91354193604001,0.519306474579194,1.37488542621438,3.86322538221269,3.3475783475784,4.08147637644526,1.77310182460282,-2.5952432588738,0.155855722131516,4.52019266394958,..
Fiji,"Labor force, total",377788,387052,396150,389837,382931,375549,372681,369664,370182,370907,372177,362045,363896,382456,390514
Fiji,"Population, total",901383,905169,908355,911059,913453,915560,917200,918371,919019,918996,918465,920422,924610,929766,936375
Fiji,"Industry (including construction), value added (annual % growth)",1.04293909372133,6.53335477308788,-9.79010354410133,-2.24049289757711,4.42269400726303,14.3852304946693,6.89294215023399,7.24196215384876,4.20888233697896,5.48604113542423,-0.896543866066907,-10.1942249203336,-6.68234613295407,5.70239492824838,15.3166816039165
Finland,GDP (current US$),253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275708001767.843,268514916972.549,271886077382.102,296470417085.267,281887430795.721,300187202696.084
Finland,GNI (current US$),256645544754.687,252651105183.334,276659458249.028,259497761579.297,272476696925.491,277614151896.47,236841059684.375,241867185380.545,255775633889.412,276815737098.039,269899706941.176,276322367069.261,301103210879.84,284510574953.308,299653055994.123
Finland,Imports of goods and services (current US$),86296583223.8281,92411731683.3335,109357572490.273,104251607201.953,106038272369.02,103434414065.098,84375126793.3593,86889680551.7512,95877171128.2355,109520540284.706,106666889717.647,97093522437.3544,116939899937.983,134768111659.534,124226952607.845
Finland,Exports of goods and services (current US$),91464252096.8749,95814846366.6669,107211177490.273,100237927391.016,103165553050.196,100273910699.215,83041492298.8281,83813596801.1675,95994657970.5884,106061524525.49,107085573184.314,97301402129.1832,117039250124.029,128023335132.296,122970518462.747
Finland,"Inflation, consumer prices (annual %)",-9.17360384430342E-07,1.18413523154646,3.41680754255211,2.80833622561574,1.4782861568881,1.04119621178439,-0.207928839905268,0.356684500891695,0.754015047084346,1.08382098409305,1.02409392963431,0.290554555653239,2.19457432340007,7.12350773301402,6.25064322154763
Finland,"Labor force, total",2688826,2678175,2693382,2700773,2686349,2690277,2699822,2694829,2716261,2749812,2758855,2751071,2799859,2845714,2879817
Finland,"Population, total",5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,5584264
Finland,"Industry (including construction), value added (annual % growth)",-17.9132299571099,8.13488474910069,0.107788659889607,-7.66517533926151,-0.522739153162576,-0.974170338332186,0.549024410155937,3.86481274738659,6.19515722410054,-2.36294374206371,0.70492884742248,-1.27833199198936,-0.0246464186857764,-0.513909696015773,-2.72006404635736
France,GDP (current US$),2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2647418691598.45,2959355819170.5,2779092236505.85,3030904089607.9
France,GNI (current US$),2763004002090.23,2706418757800.01,2941328117344.36,2742349300400.39,2874861573220.79,2917864654134.5,2491864986670.7,2525276585700.01,2653805221561.18,2855661376338.82,2787416524619.6,2667982790343.98,3024516531073.59,2828314888998.07,3078891305966.05
France,Imports of goods and services (current US$),692153802943.359,742755299683.335,870126540107.006,818493895248.047,854791379337.649,879982977519.997,760028534719.922,762973925940.469,830791260481.178,913320694019.607,888231377160.783,779781852364.204,944547056290.682,1071713925243.19,1057715352939.23
France,Exports of goods and services (current US$),670780157110.546,708600861200.001,814316094241.247,783713381111.719,825700281806.669,847269974207.056,746211770692.968,748010809661.091,803163777629.413,885114776507.45,862106200525.489,723479579565.761,888842353166.652,963967041638.136,990482069684.331
France,"Inflation, consumer prices (annual %)",0.0876204781574552,1.53112270420926,2.11159795174994,1.9541953161351,0.863715497861805,0.50775882293799,0.0375143805125182,0.18333486112386,1.03228275064662,1.85081508315502,1.10825492288294,0.476498852725066,1.64233141038385,5.22236748369735,4.87835726508441
France,"Labor force, total",29790243,29884514,29908458,30175391,30427131,30406445,30521969,30573605,30547530,30691326,30652293,30379167,31271173,31616935,31825317
France,"Population, total",64710879,65030575,65345233,65662240,66002289,66312067,66548272,66724104,66918020,67158348,67388001,67571107,67764304,67971311,68170228
France,"Industry (including construction), value added (annual % growth)",-5.95800608821794,0.468514131917175,1.37609552323154,-0.975949074249186,0.665773923509079,-0.428811332080286,0.143314266478399,-0.0582338503020452,1.37029390467298,1.84610501593583,1.93292365655773,-9.51112395887989,4.66812271368853,-1.15465571468853,0.742212231701728
French Polynesia,GDP (current US$),6584557973.9375,6086644798.55982,6203940036.91982,5692858099.00217,6031827122.60663,6151996560.84289,5325846361.81186,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871,5792545870.80614,6150640646.38319,5814661208.90544,..
French Polynesia,GNI (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,Imports of goods and services (current US$),2302135492.16505,2292580622.87776,2357483449.81436,2197621627.66485,2264702276.02445,2247174999.95964,1918194296.23102,1869204633.592,2042882817.44474,2701628755.82569,2572340201.84497,2036087881.37301,2370137504.5533,2682544155.54484,..
French Polynesia,Exports of goods and services (current US$),1100439957.41211,996878516.645834,1131115207.50744,1097443464.15521,1116858688.63917,1212243875.78266,1044598993.64811,1078113650.99587,1140826361.22749,1287096391.80933,1240128736.0656,654183958.133449,805906228.022513,1226708759.69725,..
French Polynesia,"Inflation, consumer prices (annual %)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,"Labor force, total",117409,118724,119968,121131,122181,123435,124841,126232,127720,129270,130760,131112,133089,135923,137413
French Polynesia,"Population, total",282283,283788,285265,286584,288032,289873,291787,293541,295450,297606,299717,301920,304032,306279,308872
French Polynesia,"Industry (including construction), value added (annual % growth)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GDP (current US$),12113699068.2517,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326389.8704,16874405460.1955,15314577167.8211,20217946921.2065,21071739227.9422,20516134388.6608
Gabon,GNI (current US$),10736261136.2736,12484464818.8341,15711223534.0502,15456970450.5363,15890971279.4193,17256249272.8969,13188718895.9174,12934874984.9426,13985728543.24,15754973532.1678,15511133835.7823,14503352837.7633,17052331402.4703,19032454431.8231,18421276702.4777
Gabon,Imports of goods and services (current US$),3795566581.84437,4526528929.31083,5236192836.56012,5390232336.51445,5855446896.63501,5279047842.59101,4015443368.98422,3659959617.66242,3708781261.56288,3835211914.83198,3711865706.35493,3454238784.50531,3831257528.67176,3489654931.41065,3578642810.00875
Gabon,Exports of goods and services (current US$),6319926635.46137,8287739080.53121,11243840178.751,10465456444.2994,10092462761.8263,8104568513.24111,6620833388.51661,6175468782.21868,7498596948.54146,9158802458.42339,8678687828.8877,7275153456.62075,11229488167.8607,12934645038.4883,11631889368.1564
Gabon,"Inflation, consumer prices (annual %)",1.88570754577918,1.46154402720469,1.26331707837421,2.65241828695626,0.505441058915615,4.69045751826284,-0.338795188753406,2.10670712784054,2.65192583143902,4.74906652083221,2.46456756151187,1.35276110675333,1.0869074651941,4.23124798274579,3.62901534185376
Gabon,"Labor force, total",503461,521999,541121,561059,581623,601861,620925,640147,657900,674918,691727,665807,688927,740047,763104
Gabon,"Population, total",1653542,1711105,1772500,1836705,1902226,1966855,2028517,2086206,2140215,2192012,2242785,2292573,2341179,2388992,2436566
Gabon,"Industry (including construction), value added (annual % growth)",-3.60080783210212,13.218673577161,8.26725553697101,-0.126231523189603,2.41656751373687,0.609903745280874,2.30320157108848,-0.178731508903709,-6.60567917811127,-0.843786754155701,6.85676286594071,-2.35144672014826,3.21902502373868,3.18688461604977,3.49828579789234
"Gambia, The",GDP (current US$),1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.65394,2175099789.97829,2339904156.79214
"Gambia, The",GNI (current US$),1422149144.42872,1513388694.69798,1377826167.82841,1385745350.56654,1345939442.48817,1200491695.26956,1345126615.38757,1456754210.86823,1476610319.28467,1641472104.63513,1783609669.12913,1785259979.96958,1963778534.192,2143987355.1013,2309304156.79214
"Gambia, The",Imports of goods and services (current US$),377490756.862212,406576420.909445,363423204.233862,394206040.976105,364299281.26156,447782687.938613,459500233.471779,447005097.327968,549737405.353127,691368612.09765,624394162.324541,686424476.414935,714636610.365324,673610749.457308,822268730.605565
"Gambia, The",Exports of goods and services (current US$),228340998.682611,226367642.899885,237665945.273699,280760743.774678,261079179.200762,268476270.62752,270072079.824199,236218944.858367,252666102.954695,362977228.194322,341709419.758649,174363311.784513,133283632.527104,100387472.865412,127428495.417349
"Gambia, The","Inflation, consumer prices (annual %)",4.56150687670983,5.04968075857402,4.7958826618311,4.25432199813899,5.69912989637382,5.94799935696626,6.8084549457961,7.22879272057922,8.03418974545911,6.52096823946573,7.11567625631192,5.93127636562441,7.37034758876618,11.5131198380506,16.9742129632326
"Gambia, The","Labor force, total",603612,623760,644694,666649,690889,715942,741651,768197,795622,824123,850152,869883,903526,936575,969074
"Gambia, The","Population, total",1878119,1937275,1998212,2061014,2124869,2189019,2253133,2317206,2381182,2444916,2508883,2573995,2639916,2705992,2773168
"Gambia, The","Industry (including construction), value added (annual % growth)",-0.733118733838467,2.89917604149062,4.48345512497099,5.16427223695912,3.62913945824255,9.57310156193938,22.6122665876278,19.2200111077855,-3.54776079990233,2.02805079893247,14.7713803705353,8.22095023253576,2.87995394384615,3.06663310518265,6.50000255303466
Georgia,GDP (current US$),10766920065.8251,12426907967.1578,15475290469.2869,16894392033.2256,17517660143.6859,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30535530479.0227
Georgia,GNI (current US$),10723319726.5229,12209869879.0692,15049331839.1101,16722078802.949,17200885802.7475,17737747151.643,14880351881.7349,14744998637.3575,15681941286.4977,17228317459.0649,16841958711.6913,15254265041.6439,17678574249.4334,23246873362.5952,28505436204.1968
Georgia,Imports of goods and services (current US$),5237873745.79988,6114774437.22922,7985635652.64054,9139072089.27981,9262010761.41522,10019433222.6858,8659152476.79724,8483221244.54679,9341534670.46975,10768774511.738,11201362124.0068,8964607357.62292,11109489894.129,15544538954.8042,17383300322.8746
Georgia,Exports of goods and services (current US$),3181108263.63809,4034702206.42279,5240466055.33962,6021090344.45253,7171991823.72922,7039423515.30611,6110413018.39917,6177710295.87299,7557302009.68942,8896766541.72421,9578376986.37911,5908062642.69865,8045446645.34757,13111621768.0543,15080402213.8887
Georgia,"Inflation, consumer prices (annual %)",1.7275146113791,7.11017897486099,8.5429333333333,-0.943658853270964,-0.512058410947092,3.06881210379543,4.00357820695097,2.13492713939121,6.03531725272117,2.6152447139767,4.85289821696723,5.2024648897534,9.56691433824769,11.8981654203198,2.48776056578715
Georgia,"Labor force, total",2001608,2015786,2022484,2047551,2027705,2039516,2065655,2046196,1971577,1895181,1856196,1866753,1876551,1839750,1853143
Georgia,"Population, total",3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3720161,3722716,3708610,3712502,3760365
Georgia,"Industry (including construction), value added (annual % growth)",-3.78907359732456,-6.00902135504666,11.1356820817579,8.03564674954191,2.4332148327656,6.59492108218194,8.12261258396441,8.9726505719331,9.58174879604783,-0.0650693921485015,0.901929721895712,-3.43625928494608,0.971163824824117,15.3667967996965,6.15228720324261
Germany,GDP (current US$),3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3889177589254.9,3887727161914.41,4278503934689.85,4082469490797.68,4456081016705.96
Germany,GNI (current US$),3488175094524.22,3467862685333.34,3845325104620.63,3611772218601.56,3820263805783.93,3967012279025.08,3434101056827.73,3555930677612.46,3778789183700.01,4108434453701.96,4034728306596.07,3998734917350.98,4443312883197.6,4241258694941.65,4634489258966.75
Germany,Imports of goods and services (current US$),1129427855678.12,1268183214766.67,1505311912850.2,1418156159958.98,1480834348190.98,1516778572468.23,1320386910617.19,1342707789871.99,1479076878497.65,1637908324009.41,1601983696172.55,1464521566502.73,1791904793081.37,1998630503597.28,1914924576678.47
Germany,Exports of goods and services (current US$),1300369599738.28,1447084701783.34,1689333965107.01,1633318434049.22,1695844705677.65,1774175599429.01,1575404010475.78,1598674707103.9,1740716687374.12,1880263808511.37,1832875313819.6,1690266347671.6,2022856127949.58,2078953894568.1,2100384852927.49
Germany,"Inflation, consumer prices (annual %)",0.312739007368447,1.1038103778926,2.07517283735874,2.00848884782956,1.50472330251876,0.906794000434246,0.514426137125456,0.491747008445174,1.50949485109628,1.73216879766942,1.44565976888253,0.144877925813982,3.06666666666673,6.87257438551097,5.94643667725823
Germany,"Labor force, total",41978630,41949335,41729225,41853628,42212988,42458390,42660629,43567225,43819028,43935038,44433744,43501190,43386527,44198105,44783712
Germany,"Population, total",81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985,84482267
Germany,"Industry (including construction), value added (annual % growth)",-13.4639378485371,14.7003701219027,5.00710431548896,-0.0913365538908835,-0.755045144947118,4.42315673978391,1.31988630954109,4.06023225510764,3.4023923464144,0.885406547332138,-1.32511017497663,-5.63074991443359,5.41572694711118,-0.924372852804652,-1.58953941170881
Ghana,GDP (current US$),26048720005.5233,32197655566.5347,39336668080.559,41271701060.954,62824629066.0408,54783319817.3705,49406010054.2663,56164929304.8754,60405924078.7278,67298914624.3723,68337969247.7067,70043095503.6675,79524421861.2743,74263364041.8742,76370394412.4163
Ghana,GNI (current US$),25954434872.8475,31663500964.6968,38113676481.7098,39175664473.0821,61074141772.0241,51920567774.009,47920547875.1384,53961346502.9182,57431261824.7006,64269886147.6558,65527721243.3015,70776522597.3523,77088309092.7881,72989253312.2189,75420369958.1543
Ghana,Imports of goods and services (current US$),11019356824.751,14779077373.6471,19416125145.9104,21795097067.3479,22188740808.0349,19505414912.4397,21091211319.9603,20603408036.7444,22151752716.2764,23220563122.5704,26908214028.2637,24550159768.421,25966879997.2441,26327411331.6571,26729508416.6625
Ghana,Exports of goods and services (current US$),7630156153.13385,9490812128.53579,14529631105.6309,16656935875.3268,15983077800.4896,15466373251.1673,16714895486.5637,17519660715.5782,20463639259.8332,22514781525.846,25592296037.4457,22081380379.4401,23901159997.9331,25742684855.6646,25994007257.8254
Ghana,"Inflation, consumer prices (annual %)",19.2469482220857,10.7333898354915,8.7284593709302,11.1863409441067,11.6661923071729,15.4896160333318,17.1499695007878,17.4546347070868,12.3719215507048,7.80876516610703,7.14364003330857,9.88728956269944,9.9710886750444,31.2558951049016,38.1069656296501
Ghana,"Labor force, total",10827195,11061367,11285674,11512114,11743140,11979984,12224092,12541094,12867254,13189616,13512595,13730721,14064388,14549322,14887115
Ghana,"Population, total",24950762,25574719,26205941,26858762,27525597,28196358,28870939,29554303,30222262,30870641,31522290,32180401,32833031,33475870,34121985
Ghana,"Industry (including construction), value added (annual % growth)",4.4868282801532,6.94739665261793,41.6397703726642,11.043570404346,4.98557141253939,1.13094972038969,1.15130193146381,4.32268740848467,15.6144203810797,10.5029940796845,6.36581198422543,-2.49614161540688,-0.478522570675352,0.593509861330972,-1.22179467007223
Gibraltar,GDP (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GNI (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,Imports of goods and services (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,Exports of goods and services (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,"Inflation, consumer prices (annual %)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,"Labor force, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,"Population, total",30819,31262,31701,32160,32411,32452,32520,32565,32602,32648,32685,32709,32669,32649,32688
Gibraltar,"Industry (including construction), value added (annual % growth)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GDP (current US$),331308500253.274,297124961971.501,282995942006.557,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205252760889.364,188480337285.605,214667807441.202,217581324512.059,238206312632.528
Greece,GNI (current US$),323954053840.086,290552217824.167,275151260812.938,244054444999.141,238898896581.592,236986597189.975,195524237566.206,192207306613.596,198842523409.192,209711639142.139,203407936304.627,187724248007.129,213013301589.942,215323644043.481,236451919413.734
