Gross_National_Income,Industry_growth_rate,Inflation_rate,Population,GDP_Per_Capita,Trade_Rate
2643216721.0,-1.0,6.0,10903327.0,243.0,0.0
2725061088.0,1.0,16.0,11155593.0,244.0,0.0
2672837528.0,2.0,-3.0,11493472.0,232.0,0.0
2583934018.0,2.0,-1.0,11874838.0,217.0,0.0
2664225062.0,2.0,7.0,12220227.0,217.0,0.0
2783915269.0,3.0,8.0,12551213.0,221.0,0.0
3352709391.0,3.0,19.0,12889576.0,259.0,0.0
2647964584.0,3.0,27.0,13238559.0,200.0,0.0
1809327570.0,-6.0,1.0,515638.0,3592.0,1.0
1751605294.0,-3.0,2.0,521212.0,3501.0,1.0
1973681911.0,1.0,4.0,527521.0,3880.0,1.0
1838501322.0,-5.0,3.0,533864.0,3583.0,1.0
1964307699.0,4.0,2.0,539940.0,3758.0,1.0
1949294166.0,5.0,-0.0,546076.0,3739.0,1.0
1690799360.0,-4.0,0.0,552166.0,3169.0,1.0
1790348387.0,-13.0,-1.0,558394.0,3313.0,1.0
1935686290.0,5.0,1.0,564954.0,3534.0,1.0
2158337752.0,3.0,1.0,571202.0,3860.0,1.0
2209768660.0,4.0,1.0,577030.0,3903.0,1.0
1783145434.0,-18.0,1.0,582640.0,3126.0,0.0
2023485052.0,0.0,2.0,587925.0,3490.0,0.0
2274973467.0,8.0,8.0,593149.0,3884.0,1.0
2577481781.0,1.0,3.0,598682.0,4322.0,1.0
9951177021.0,-9.0,-1.0,14155740.0,735.0,1.0
10842976659.0,14.0,4.0,14363532.0,783.0,1.0
12296626378.0,14.0,5.0,14573885.0,880.0,1.0
13375305411.0,9.0,3.0,14786640.0,950.0,1.0
14402903332.0,11.0,3.0,14999683.0,1015.0,1.0
15771426667.0,10.0,4.0,15210817.0,1098.0,1.0
17053757291.0,11.0,1.0,15417523.0,1171.0,1.0
18967809018.0,11.0,3.0,15624584.0,1281.0,1.0
21037039214.0,10.0,3.0,15830689.0,1401.0,1.0
23246027821.0,12.0,2.0,16025238.0,1533.0,1.0
25525557061.0,11.0,2.0,16207746.0,1671.0,1.0
24826000925.0,-1.0,3.0,16396860.0,1578.0,1.0
25558378555.0,9.0,3.0,16589023.0,1625.0,1.0
27954426822.0,9.0,5.0,16767842.0,1760.0,1.0
30819403230.0,4.0,2.0,16944826.0,1875.0,2.0
27818823508.0,-1.0,3.0,19319274.0,1446.0,1.0
27243249527.0,-2.0,1.0,19878036.0,1384.0,1.0
30327885757.0,-2.0,3.0,20448873.0,1498.0,1.0
29710253409.0,7.0,3.0,21032684.0,1434.0,1.0
33113313980.0,3.0,2.0,21632850.0,1559.0,1.0
35703010559.0,2.0,2.0,22299585.0,1632.0,1.0
31773333683.0,6.0,3.0,23012646.0,1400.0,1.0
33256524236.0,5.0,1.0,23711630.0,1426.0,1.0
35436388546.0,1.0,1.0,24393181.0,1480.0,1.0
39216305348.0,3.0,1.0,25076747.0,1593.0,1.0
38825035814.0,4.0,2.0,25782341.0,1539.0,1.0
39933227702.0,3.0,2.0,26491087.0,1539.0,1.0
44262813775.0,4.0,2.0,27198628.0,1654.0,1.0
42537231818.0,3.0,6.0,27914536.0,1563.0,1.0
46953373572.0,4.0,7.0,28647293.0,1674.0,1.0
1350956171813.0,-10.0,0.0,33630069.0,40875.0,1.0
1585379875651.0,7.0,2.0,34005902.0,47561.0,1.0
1759453773320.0,5.0,3.0,34339221.0,52224.0,1.0
1795919869603.0,2.0,2.0,34713395.0,52670.0,1.0
1818471075757.0,3.0,1.0,35080992.0,52638.0,1.0
1776572160702.0,4.0,2.0,35434066.0,50961.0,1.0
1532663548014.0,-1.0,1.0,35704498.0,43594.0,1.0
1509327936731.0,-1.0,1.0,36110803.0,42314.0,1.0
1628291572163.0,4.0,2.0,36545075.0,45130.0,1.0
1695996608536.0,3.0,2.0,37072620.0,46539.0,1.0
1722945761062.0,0.0,2.0,37618495.0,46353.0,1.0
1643688332921.0,-6.0,1.0,38028638.0,43538.0,1.0
1990214506518.0,6.0,3.0,38239864.0,52497.0,1.0
2133340105142.0,3.0,7.0,38939056.0,55509.0,1.0
2109385712447.0,-1.0,4.0,40097761.0,53372.0,1.0
1056659922360.0,-19.0,2.0,52602.0,81398.0,1.0
3934132273.0,-15.0,0.0,54074.0,76873.0,1.0
4044214593.0,-2.0,1.0,55492.0,75436.0,1.0
2904990542.0,1.0,1.0,56860.0,75466.0,1.0
2646064882.0,2.0,2.0,58212.0,75685.0,1.0
2632382460.0,2.0,1.0,59559.0,76611.0,1.0
2793005883.0,3.0,-2.0,60911.0,77296.0,2.0
3102982417.0,5.0,-1.0,62255.0,78858.0,2.0
3460458664.0,3.0,-0.0,63581.0,81255.0,2.0
3860560482.0,5.0,0.0,64884.0,85232.0,2.0
4403860293.0,8.0,1.0,66134.0,89846.0,2.0
3861758326.0,-1.0,1.0,67311.0,84018.0,1.0
4203147282.0,6.0,2.0,68136.0,88940.0,1.0
4659291758.0,3.0,2.0,68706.0,96074.0,1.0
3360410786.0,2.0,3.0,69310.0,48263.0,1.0
2061529814.0,-0.0,4.0,4564540.0,453.0,0.0
2152234866.0,-2.0,1.0,4660067.0,460.0,1.0
2447711016.0,13.0,1.0,4732022.0,515.0,1.0
2521348067.0,7.0,5.0,4773306.0,526.0,1.0
1706709069.0,-46.0,7.0,4802428.0,352.0,1.0
1914516900.0,-15.0,15.0,4798734.0,395.0,0.0
1716880216.0,12.0,1.0,4819333.0,352.0,0.0
1847781766.0,3.0,5.0,4904177.0,372.0,0.0
2177935588.0,2.0,4.0,4996741.0,415.0,0.0
2386745438.0,-0.0,2.0,5094780.0,436.0,0.0
2386023469.0,12.0,3.0,5209324.0,426.0,0.0
2456787984.0,-0.0,2.0,5343020.0,435.0,0.0
2688202219.0,29.0,4.0,5457154.0,461.0,0.0
2509339924.0,-2.0,6.0,5579144.0,427.0,0.0
2706537362.0,-10.0,3.0,5742315.0,445.0,0.0
8903735877.0,2.0,10.0,11496128.0,808.0,1.0
10312400157.0,3.0,-2.0,11894727.0,897.0,1.0
11856127558.0,3.0,2.0,12317730.0,988.0,1.0
12067689658.0,1.0,8.0,12754906.0,970.0,1.0
12362321620.0,6.0,0.0,13216766.0,980.0,1.0
13336601200.0,7.0,2.0,13697126.0,1018.0,1.0
10618477309.0,13.0,4.0,14140274.0,774.0,1.0
9911697344.0,-7.0,-1.0,14592585.0,692.0,1.0
9869508104.0,-10.0,-2.0,15085884.0,663.0,1.0
11075018517.0,8.0,4.0,15604210.0,720.0,1.0
11140998348.0,7.0,-1.0,16126866.0,702.0,1.0
10561570204.0,-0.0,4.0,16644701.0,644.0,1.0
11605895381.0,-5.0,-1.0,17179740.0,686.0,1.0
12212890619.0,4.0,6.0,17723315.0,699.0,1.0
12956602267.0,3.0,11.0,18278568.0,719.0,1.0
22147575347.0,4.0,10.0,155721.0,7556.0,1.0
31338548427.0,4.0,10.0,156933.0,14392.0,1.0
40529521507.0,4.0,9.0,157819.0,21229.0,1.0
49720494586.0,4.0,8.0,158621.0,28066.0,1.0
58911467666.0,5.0,8.0,159794.0,34902.0,1.0
68102440746.0,5.0,7.0,160912.0,41739.0,1.0
77293413826.0,5.0,6.0,162190.0,48575.0,1.0
86484386906.0,5.0,6.0,163721.0,55412.0,1.0
95675359986.0,6.0,5.0,165215.0,54904.0,1.0
104866333066.0,2.0,4.0,167259.0,59433.0,1.0
114057306146.0,1.0,4.0,169410.0,58564.0,1.0
123248279226.0,-12.0,3.0,171113.0,54358.0,1.0
132439252305.0,28.0,2.0,172683.0,64503.0,1.0
141630225385.0,2.0,2.0,174079.0,64501.0,1.0
150821198465.0,-0.0,1.0,175346.0,37353.0,1.0
160012171545.0,-2.0,0.0,16833447.0,10205.0,1.0
202995610888.0,2.0,1.0,17004162.0,12765.0,1.0
229490673704.0,2.0,3.0,17173573.0,14638.0,1.0
252400856603.0,6.0,3.0,17341771.0,15398.0,1.0
265043915854.0,3.0,2.0,17509925.0,15842.0,1.0
248044111575.0,1.0,5.0,17687108.0,14675.0,1.0
236499159250.0,1.0,4.0,17870124.0,13567.0,1.0
242408025812.0,-0.0,4.0,18083879.0,13788.0,1.0
265419010571.0,-0.0,2.0,18368577.0,15034.0,1.0
283731132096.0,5.0,2.0,18701450.0,15820.0,1.0
267848366679.0,-1.0,3.0,19039485.0,14616.0,1.0
238186960905.0,-3.0,3.0,19300315.0,13163.0,1.0
297670042258.0,1.0,5.0,19493184.0,16186.0,1.0
287702182744.0,-3.0,12.0,19603733.0,15411.0,1.0
318450116064.0,2.0,8.0,19629590.0,17093.0,1.0
5093159063348.0,10.0,-1.0,1331260000.0,3832.0,1.0
6061119730117.0,13.0,3.0,1337705000.0,4550.0,1.0
7481168651254.0,11.0,6.0,1345035000.0,5614.0,1.0
8512367896275.0,8.0,3.0,1354190000.0,6301.0,1.0
9492643372934.0,8.0,3.0,1363240000.0,7020.0,1.0
10488924466577.0,7.0,2.0,1371860000.0,7636.0,1.0
11008790517157.0,6.0,1.0,1379860000.0,8016.0,1.0
11177613255022.0,6.0,2.0,1387790000.0,8094.0,1.0
12294360421956.0,6.0,2.0,1396215000.0,8817.0,1.0
13833878513962.0,6.0,2.0,1402760000.0,9905.0,1.0
14239959159196.0,5.0,3.0,1407745000.0,10144.0,1.0
14570138553468.0,2.0,2.0,1411100000.0,10409.0,1.0
17696312719649.0,9.0,1.0,1412360000.0,12618.0,1.0
17770852261280.0,4.0,2.0,1412175000.0,12663.0,1.0
17663711932160.0,4.0,0.0,1410710000.0,12614.0,1.0
225561446056.0,1.0,4.0,44313917.0,5246.0,1.0
276539068640.0,3.0,2.0,44816108.0,6393.0,1.0
320761717459.0,7.0,3.0,45308899.0,7393.0,1.0
356514927998.0,3.0,3.0,45782417.0,8097.0,1.0
368881076786.0,5.0,2.0,46237930.0,8264.0,1.0
370407849663.0,3.0,3.0,46677947.0,8167.0,1.0
289667485037.0,2.0,5.0,47119728.0,6229.0,1.0
279593356365.0,2.0,8.0,47625955.0,5936.0,1.0
306527532488.0,-2.0,4.0,48351671.0,6450.0,1.0
325924723781.0,0.0,3.0,49276961.0,6782.0,1.0
315981529469.0,0.0,4.0,50187406.0,6437.0,1.0
267833501945.0,-15.0,3.0,50930662.0,5308.0,1.0
313509201762.0,8.0,3.0,51516562.0,6183.0,1.0
337877677468.0,7.0,10.0,51874024.0,6657.0,1.0
361333752471.0,-2.0,12.0,52085168.0,6980.0,1.0
904095426.0,-2.0,4.0,642493.0,1409.0,0.0
907127367.0,14.0,3.0,656024.0,1384.0,0.0
1022301422.0,3.0,2.0,670071.0,1527.0,0.0
1014150823.0,1.0,6.0,684553.0,1484.0,0.0
1116441467.0,6.0,-4.0,699393.0,1596.0,0.0
1154095453.0,-3.0,-4.0,714612.0,1609.0,0.0
971041229.0,-0.0,-3.0,730216.0,1323.0,0.0
1018354713.0,5.0,-2.0,746232.0,1357.0,0.0
1082473391.0,-3.0,-2.0,761664.0,1415.0,0.0
1195077463.0,3.0,-1.0,776313.0,1531.0,0.0
1200664052.0,4.0,-0.0,790986.0,1511.0,0.0
1229785124.0,-6.0,0.0,806166.0,1520.0,0.0
1302397963.0,-0.0,1.0,821625.0,1577.0,0.0
1248694701.0,1.0,2.0,836774.0,1485.0,0.0
1355203005.0,0.0,2.0,852075.0,1587.0,0.0
17862576445.0,2.0,3.0,64270232.0,290.0,1.0
20654940436.0,29.0,7.0,66391257.0,325.0,1.0
24543304632.0,16.0,15.0,68654269.0,376.0,1.0
27710051426.0,9.0,10.0,70997870.0,413.0,1.0
29868626862.0,10.0,1.0,73460021.0,445.0,1.0
32869069802.0,15.0,1.0,76035588.0,472.0,1.0
35126777862.0,6.0,1.0,78656904.0,482.0,1.0
36345366909.0,0.0,3.0,81430977.0,456.0,1.0
36945658211.0,8.0,3.0,84283273.0,451.0,1.0
45864379356.0,12.0,3.0,87087355.0,546.0,1.0
48961721321.0,4.0,3.0,89906890.0,576.0,1.0
47449011449.0,4.0,4.0,92853164.0,525.0,1.0
53338482784.0,8.0,4.0,95894118.0,577.0,1.0
62284414213.0,16.0,4.0,99010212.0,665.0,1.0
64288287003.0,15.0,4.0,102262808.0,649.0,1.0
8961396851.0,16.0,4.0,4257230.0,2284.0,1.0
12221536231.0,13.0,0.0,4437884.0,2963.0,1.0
14089660179.0,-2.0,2.0,4584216.0,3415.0,1.0
16736472283.0,7.0,5.0,4713257.0,3754.0,1.0
17547363836.0,-4.0,5.0,4828066.0,3720.0,1.0
18182185028.0,6.0,1.0,4944861.0,3624.0,1.0
12368954507.0,-1.0,3.0,5064386.0,2455.0,1.0
10540521863.0,-19.0,3.0,5186824.0,2108.0,1.0
10275915431.0,6.0,0.0,5312340.0,2228.0,1.0
13950567996.0,-4.0,1.0,5441062.0,2715.0,2.0
12568373989.0,0.0,2.0,5570733.0,2509.0,2.0
11405929492.0,-2.0,2.0,5702174.0,2011.0,1.0
14241663527.0,-3.0,2.0,5835806.0,2540.0,2.0
14773875171.0,-1.0,3.0,5970424.0,2649.0,2.0
14485750740.0,1.0,4.0,6106869.0,2509.0,1.0
29744714313.0,-6.0,8.0,4563127.0,6738.0,1.0
36472426418.0,3.0,6.0,4622252.0,8147.0,1.0
41344486514.0,3.0,5.0,4679926.0,9137.0,1.0
45775956269.0,4.0,4.0,4736593.0,9972.0,1.0
49121586876.0,-3.0,5.0,4791535.0,10633.0,1.0
49902499564.0,1.0,5.0,4844288.0,10738.0,1.0
54062017353.0,1.0,1.0,4895242.0,11530.0,1.0
56395469029.0,3.0,-0.0,4945205.0,11900.0,1.0
57355101832.0,2.0,2.0,4993842.0,12118.0,1.0
59076173147.0,3.0,2.0,5040734.0,12383.0,1.0
60587969645.0,-0.0,2.0,5084532.0,12669.0,1.0
58761251717.0,2.0,1.0,5123105.0,12179.0,1.0
60709803920.0,12.0,2.0,5153957.0,12604.0,1.0
64108881253.0,2.0,8.0,5180829.0,13365.0,1.0
79835038285.0,8.0,1.0,5212173.0,16595.0,1.0
23436744024.0,4.0,1.0,20677762.0,1639.0,1.0
23995591358.0,-4.0,1.0,21120042.0,1654.0,1.0
24425274889.0,-8.0,5.0,21562914.0,1702.0,1.0
25926659727.0,-1.0,1.0,22010712.0,1649.0,1.0
29861782820.0,29.0,3.0,22469268.0,1903.0,1.0
47933652025.0,5.0,0.0,22995555.0,2124.0,1.0
44807751703.0,8.0,1.0,23596741.0,1942.0,1.0
47331529983.0,5.0,1.0,24213622.0,1999.0,1.0
50973205771.0,9.0,1.0,24848016.0,2113.0,1.0
56893409586.0,9.0,0.0,25493988.0,2296.0,1.0
58700458324.0,22.0,-1.0,26147551.0,2309.0,1.0
61181445318.0,-4.0,2.0,26811790.0,2351.0,1.0
70557249155.0,5.0,4.0,27478249.0,2649.0,1.0
67874161726.0,7.0,5.0,28160542.0,2492.0,1.0
75606107317.0,9.0,4.0,28873034.0,2729.0,1.0
59752073997.0,-11.0,2.0,4305181.0,14423.0,1.0
56798521446.0,-9.0,1.0,4295427.0,13697.0,1.0
60732030050.0,-2.0,2.0,4280622.0,14664.0,1.0
55493211885.0,-7.0,3.0,4267558.0,13453.0,1.0
58464927785.0,-1.0,2.0,4255689.0,14002.0,1.0
58628924354.0,1.0,-0.0,4238389.0,14036.0,1.0
51286961047.0,2.0,-0.0,4203604.0,12135.0,1.0
51818349524.0,6.0,-1.0,4174349.0,12634.0,1.0
56139192333.0,2.0,1.0,4124531.0,13655.0,1.0
61511331814.0,2.0,2.0,4087843.0,15133.0,1.0
61696451857.0,5.0,1.0,4065253.0,15219.0,1.0
59376599623.0,-4.0,0.0,4047680.0,14384.0,1.0
69616034573.0,12.0,3.0,3878981.0,17943.0,1.0
72178234709.0,3.0,11.0,3855641.0,18673.0,1.0
82762141319.0,-0.0,8.0,3853200.0,21460.0,1.0
55960185185.0,1.0,8.0,11283185.0,5094.0,1.0
58237037037.0,-1.0,7.0,11290417.0,5276.0,1.0
67926000000.0,1.0,7.0,11298710.0,6106.0,1.0
72146000000.0,5.0,6.0,11309290.0,6467.0,1.0
76226000000.0,4.0,6.0,11321579.0,6814.0,1.0
79602100000.0,-3.0,6.0,11332026.0,7118.0,1.0
86014000000.0,9.0,5.0,11339894.0,7684.0,1.0
90086000000.0,-2.0,5.0,11342012.0,8056.0,1.0
95497000000.0,2.0,4.0,11336405.0,8543.0,1.0
98575000000.0,3.0,4.0,11328244.0,8832.0,1.0
101873800000.0,-4.0,4.0,11316697.0,9139.0,1.0
87733940710.0,-8.0,3.0,11300698.0,9500.0,1.0
73594081421.0,-7.0,3.0,11256372.0,11154.0,1.0
59454222131.0,-7.0,3.0,11212191.0,12808.0,1.0
45314362841.0,-7.0,2.0,11194449.0,14463.0,1.0
31174503551.0,-7.0,2.0,146833.0,16117.0,1.0
17034644262.0,-8.0,3.0,148703.0,17772.0,1.0
2894784972.0,-8.0,2.0,150831.0,19426.0,1.0
2951663073.0,-8.0,3.0,152088.0,19810.0,1.0
2951110503.0,-9.0,1.0,153822.0,19721.0,1.0
2993652793.0,-9.0,1.0,155909.0,19623.0,1.0
3014589274.0,-9.0,-0.0,157980.0,19362.0,1.0
2967651061.0,-10.0,-0.0,159664.0,18944.0,1.0
2998237709.0,-10.0,2.0,160175.0,18938.0,1.0
3028320112.0,-10.0,3.0,159336.0,19119.0,1.0
3038652570.0,-11.0,3.0,157441.0,19221.0,1.0
2551929888.0,-11.0,2.0,154947.0,16356.0,1.0
2771395859.0,-11.0,2.0,152369.0,17980.0,1.0
3067935216.0,-12.0,1.0,149996.0,20493.0,1.0
14521836312.0,-12.0,1.0,147862.0,21970.0,1.0
25975737408.0,-12.0,0.0,1110974.0,23446.0,1.0
25431297057.0,-5.0,2.0,1129686.0,22838.0,1.0
28366743791.0,-9.0,3.0,1145086.0,24139.0,1.0
24872760941.0,-12.0,2.0,1156556.0,21657.0,1.0
23645295604.0,-15.0,-0.0,1166968.0,20532.0,1.0
22592065861.0,-6.0,-1.0,1176995.0,19733.0,1.0
19774892629.0,3.0,-2.0,1187280.0,16769.0,1.0
20211946791.0,15.0,-1.0,1197881.0,17570.0,1.0
22248603082.0,10.0,1.0,1208523.0,18987.0,1.0
24660896379.0,14.0,1.0,1218831.0,21002.0,1.0
24543810300.0,10.0,0.0,1228836.0,21115.0,1.0
23469178604.0,-3.0,-1.0,1237537.0,20385.0,1.0
26896035057.0,0.0,2.0,1244188.0,23697.0,1.0
27052119235.0,-1.0,8.0,1251488.0,23373.0,1.0
28974245050.0,3.0,4.0,1260138.0,25576.0,1.0
193114095368.0,-10.0,1.0,10443936.0,19862.0,1.0
193418140406.0,7.0,1.0,10474410.0,19960.0,1.0
211036199500.0,5.0,2.0,10496088.0,21871.0,1.0
195428016856.0,-4.0,3.0,10510785.0,19871.0,1.0
198239568740.0,-2.0,1.0,10514272.0,20133.0,1.0
194987353968.0,3.0,0.0,10525347.0,19891.0,1.0
175136907363.0,5.0,0.0,10546059.0,17830.0,1.0
183030984148.0,2.0,1.0,10566332.0,18575.0,1.0
206250524034.0,7.0,2.0,10594438.0,20636.0,1.0
235330815044.0,1.0,2.0,10629928.0,23424.0,1.0
237284304855.0,2.0,3.0,10671870.0,23665.0,1.0
233709848020.0,-10.0,3.0,10697858.0,22993.0,1.0
270290707240.0,3.0,4.0,10505772.0,26823.0,1.0
277349488376.0,1.0,15.0,10672118.0,27227.0,1.0
315841987408.0,-0.0,11.0,10873689.0,30427.0,1.0
324446827958.0,-11.0,1.0,5523095.0,58163.0,1.0
327262172002.0,0.0,2.0,5547683.0,58041.0,1.0
351257091702.0,3.0,3.0,5570572.0,61754.0,1.0
334536414976.0,2.0,2.0,5591572.0,58508.0,1.0
354463589494.0,-1.0,1.0,5614932.0,61191.0,1.0
365833620393.0,0.0,1.0,5643475.0,62549.0,1.0
311964189254.0,1.0,0.0,5683483.0,53255.0,1.0
320812594567.0,6.0,0.0,5728010.0,54664.0,1.0
339391058128.0,6.0,1.0,5764980.0,57610.0,1.0
366754681199.0,1.0,1.0,5793636.0,61592.0,1.0
356539625739.0,2.0,1.0,5814422.0,59593.0,1.0
366486581965.0,-5.0,0.0,5831404.0,60837.0,1.0
421707382261.0,11.0,2.0,5856733.0,69269.0,1.0
413401953045.0,7.0,8.0,5903037.0,67790.0,1.0
418427495495.0,8.0,3.0,5946952.0,67967.0,1.0
1070790734.0,8.0,2.0,901103.0,1164.0,1.0
1145970369.0,8.0,4.0,919199.0,1228.0,1.0
1247888544.0,8.0,5.0,936811.0,1323.0,1.0
1417840323.0,8.0,4.0,954297.0,1418.0,1.0
2051480180.0,8.0,3.0,971753.0,2102.0,1.0
2263292357.0,7.0,1.0,989087.0,2239.0,1.0
2500358047.0,9.0,-1.0,1006259.0,2409.0,1.0
2640882328.0,6.0,3.0,1023261.0,2546.0,1.0
2753515439.0,14.0,1.0,1040233.0,2656.0,1.0
2892833391.0,19.0,0.0,1057198.0,2756.0,1.0
2994853639.0,13.0,3.0,1073994.0,2876.0,1.0
3086150981.0,-4.0,2.0,1090156.0,2922.0,1.0
3326825229.0,11.0,1.0,1105557.0,3063.0,1.0
3742298479.0,7.0,5.0,1120849.0,3278.0,1.0
4006530514.0,10.0,1.0,1136455.0,3606.0,1.0
475418519.0,-8.0,0.0,68787.0,7110.0,1.0
484385185.0,3.0,3.0,68755.0,7182.0,1.0
490477778.0,-0.0,1.0,68742.0,7288.0,1.0
476466667.0,-3.0,1.0,68888.0,7055.0,1.0
478788889.0,-2.0,-0.0,68819.0,7241.0,1.0
504200000.0,4.0,1.0,69371.0,7502.0,1.0
518644444.0,-7.0,-1.0,70007.0,7724.0,1.0
555762963.0,10.0,0.0,70075.0,8223.0,1.0
524748148.0,-12.0,0.0,70403.0,7408.0,1.0
556177778.0,39.0,1.0,70823.0,7833.0,0.0
602040741.0,1.0,2.0,71428.0,8562.0,0.0
512888889.0,-32.0,-1.0,71995.0,7003.0,0.0
555770370.0,5.0,1.0,72412.0,7668.0,1.0
609107407.0,1.0,8.0,72737.0,8347.0,1.0
655788889.0,5.0,3.0,73040.0,8954.0,1.0
46539860373.0,-5.0,1.0,9648061.0,5002.0,1.0
51932987259.0,10.0,6.0,9775755.0,5510.0,1.0
55775273599.0,2.0,6.0,9903737.0,5859.0,1.0
58281935652.0,-1.0,4.0,10030882.0,6049.0,1.0
59709859337.0,9.0,5.0,10157051.0,6171.0,1.0
63932555677.0,9.0,3.0,10282115.0,6534.0,1.0
68228426836.0,8.0,1.0,10405832.0,6839.0,1.0
72451547877.0,7.0,2.0,10527592.0,7191.0,1.0
76204246305.0,3.0,3.0,10647244.0,7514.0,1.0
81863690138.0,8.0,4.0,10765531.0,7947.0,1.0
84872472559.0,6.0,2.0,10881882.0,8173.0,1.0
75019656299.0,-6.0,4.0,10999664.0,7168.0,1.0
89532925939.0,16.0,8.0,11117873.0,8477.0,1.0
109226368176.0,1.0,9.0,11228821.0,10111.0,1.0
116006679314.0,-0.0,5.0,11332972.0,10716.0,1.0
58838676000.0,-0.0,5.0,14742766.0,4076.0,1.0
67123852000.0,2.0,4.0,14989585.0,4547.0,1.0
77743317000.0,10.0,4.0,15237728.0,5184.0,1.0
86468104000.0,6.0,5.0,15483883.0,5666.0,1.0
95224218000.0,9.0,3.0,15722989.0,6142.0,1.0
101189491000.0,1.0,4.0,15957994.0,6437.0,1.0
95498179000.0,-3.0,4.0,16195902.0,6002.0,1.0
95856552000.0,-1.0,2.0,16439585.0,5941.0,1.0
102147882000.0,3.0,0.0,16696944.0,6257.0,1.0
104647800000.0,-4.0,-0.0,17015672.0,6316.0,1.0
104564905000.0,-1.0,0.0,17343740.0,6204.0,1.0
92581204000.0,-11.0,-0.0,17588595.0,5450.0,1.0
105765821000.0,12.0,0.0,17797737.0,6036.0,1.0
114717832000.0,5.0,3.0,18001000.0,6477.0,1.0
116176116000.0,-1.0,2.0,18190484.0,6533.0,1.0
189300605445.0,5.0,12.0,85501064.0,2212.0,1.0
214618966062.0,5.0,11.0,87252413.0,2510.0,1.0
229940172978.0,0.0,10.0,89200054.0,2646.0,1.0
272637266667.0,1.0,7.0,91240376.0,3059.0,1.0
281027708527.0,1.0,9.0,93377890.0,3089.0,1.0
298332708895.0,3.0,10.0,95592324.0,3197.0,1.0
323665676819.0,2.0,10.0,97723799.0,3370.0,1.0
327970017791.0,1.0,14.0,99784030.0,3332.0,1.0
243794271739.0,2.0,30.0,101789386.0,2440.0,1.0
256309032527.0,6.0,14.0,103740765.0,2531.0,1.0
307669215490.0,5.0,9.0,105618671.0,3017.0,1.0
372463841547.0,1.0,5.0,107465134.0,3572.0,1.0
412272565456.0,-1.0,5.0,109262178.0,3887.0,1.0
460984520365.0,7.0,14.0,110990103.0,4295.0,1.0
378607675163.0,-1.0,34.0,112716598.0,3513.0,1.0
17045650000.0,-6.0,1.0,6091188.0,2890.0,1.0
17909710000.0,3.0,1.0,6114034.0,3017.0,1.0
19665540000.0,6.0,5.0,6137349.0,3305.0,1.0
20515590000.0,2.0,2.0,6161289.0,3471.0,1.0
21000760000.0,1.0,1.0,6185642.0,3555.0,1.0
21558030000.0,2.0,1.0,6209526.0,3639.0,1.0
22346390000.0,2.0,-1.0,6231066.0,3762.0,1.0
22945050000.0,1.0,1.0,6250510.0,3870.0,1.0
23591570000.0,2.0,1.0,6266654.0,3986.0,1.0
24550760000.0,1.0,1.0,6276342.0,4146.0,1.0
25540040000.0,4.0,0.0,6280217.0,4280.0,1.0
23543800000.0,-11.0,-0.0,6292731.0,3960.0,1.0
27355140000.0,10.0,3.0,6314167.0,4600.0,1.0
30006450000.0,3.0,7.0,6336392.0,5048.0,1.0
31873990000.0,4.0,4.0,6364943.0,5344.0,1.0
9938850407.0,1.0,5.0,1043686.0,14399.0,2.0
9578455863.0,-14.0,8.0,1094524.0,14906.0,1.0
13819219548.0,7.0,5.0,1144588.0,18659.0,2.0
14844232072.0,8.0,4.0,1193636.0,18756.0,2.0
15003861970.0,-9.0,3.0,1243941.0,17645.0,2.0
14796386736.0,0.0,4.0,1295183.0,16805.0,2.0
9945017698.0,-12.0,2.0,1346973.0,9789.0,1.0
8709938328.0,-11.0,1.0,1398927.0,8035.0,1.0
8983531110.0,-7.0,1.0,1450694.0,8410.0,1.0
10026980386.0,-12.0,1.0,1502091.0,8719.0,1.0
8329916826.0,-9.0,2.0,1553031.0,7317.0,1.0
7454529303.0,-4.0,5.0,1596049.0,6199.0,1.0
9147762583.0,-3.0,-0.0,1634466.0,7474.0,1.0
8729336873.0,2.0,5.0,1674908.0,8052.0,2.0
8681962206.0,-12.0,5.0,1714671.0,7067.0,1.0
1840533600.0,-0.0,4.0,3083888.0,602.0,0.0
1569887473.0,-2.0,4.0,3147727.0,505.0,0.0
2041455161.0,-3.0,4.0,3207570.0,644.0,1.0
3348630292.0,-5.0,3.0,3252596.0,1726.0,1.0
4655805424.0,-6.0,3.0,3296367.0,2808.0,1.0
5962980555.0,-8.0,3.0,3323425.0,3890.0,1.0
7270155687.0,-10.0,2.0,3340006.0,4972.0,1.0
8577330818.0,-11.0,2.0,3365287.0,6055.0,1.0
9884505950.0,-13.0,2.0,3396933.0,7137.0,1.0
11191681081.0,-14.0,2.0,3445374.0,8219.0,1.0
12498856213.0,-16.0,1.0,3498818.0,9301.0,1.0
13806031344.0,-17.0,1.0,3555868.0,10383.0,1.0
15113206476.0,-19.0,1.0,3620312.0,11465.0,1.0
16420381607.0,-21.0,0.0,3684032.0,12547.0,1.0
17727556739.0,-22.0,0.0,3748901.0,13630.0,1.0
19034731870.0,-24.0,-0.0,1334515.0,14712.0,1.0
18473734528.0,11.0,3.0,1331475.0,14663.0,1.0
22028387855.0,15.0,5.0,1327439.0,17488.0,1.0
22063932820.0,3.0,4.0,1322696.0,17403.0,1.0
